YEAR,STATENAME,tax_property_hh,tax_property_business,tax_consumption_hh,tax_consumption_business,tax_income_total,tax_property_total,tax_consumption_total,state_population,tax_property_hh_pc,tax_property_business_pc,tax_consumption_hh_pc,tax_consumption_business_pc,tax_income_total_pc,tax_property_total_pc,tax_consumption_total_pc
2015,Colorado,2237267000,5100000000,3433893000,4100000000,6360629000,7337267000,7533893000,5452107,410,935,630,752,1167,1346,1382
2015,Connecticut,7719905000,2500000000,2667242000,2600000000,8182071000,10219905000,5267242000,3587509,2152,697,743,725,2281,2849,1468
2015,Delaware,408922000,400000000,1976000,300000000,1198140000,808922000,301976000,941413,434,425,2,319,1273,859,321
2015,District of Columbia,351724000,1900000000,680974000,900000000,1868468000,2251724000,1580974000,675254,521,2814,1008,1333,2767,3335,2341
2015,Florida,9296044000,15200000000,18144543000,15300000000,0,24496044000,33444543000,20224249,460,752,897,757,0,1211,1654
2015,Georgia,5059170000,6400000000,5298010000,5800000000,9678524000,11459170000,11098010000,10181111,497,629,520,570,951,1126,1090
2015,Hawaii,531270000,1000000000,1885140000,2000000000,1987915000,1531270000,3885140000,1422484,373,703,1325,1406,1397,1076,2731
2015,Idaho,656071000,900000000,1122464000,700000000,1478368000,1556071000,1822464000,1651523,397,545,680,424,895,942,1104
2015,Illinois,12607019000,13800000000,9310732000,9300000000,15913816000,26407019000,18610732000,12864342,980,1073,724,723,1237,2053,1447
2015,Indiana,1904371000,4500000000,5110215000,3800000000,6555597000,6404371000,8910215000,6608296,288,681,773,575,992,969,1348
2015,Iowa,1847311000,3000000000,2358621000,2000000000,3575849000,4847311000,4358621000,3121460,592,961,756,641,1146,1553,1396
2015,Kansas,1188477000,3000000000,2708319000,2200000000,2264875000,4188477000,4908319000,2909502,408,1031,931,756,778,1440,1687
2015,Kentucky,1239632000,2100000000,1887259000,3000000000,5367266000,3339632000,4887259000,4425999,280,474,426,678,1213,755,1104
2015,Louisiana,1047462000,3000000000,4199182000,3900000000,2983104000,4047462000,8099182000,4664851,225,643,900,836,639,868,1736
2015,Maine,875931000,1800000000,919339000,800000000,1533130000,2675931000,1719339000,1328484,659,1355,692,602,1154,2014,1294
2015,Maryland,6842590000,2500000000,2204268000,4200000000,13215473000,9342590000,6404268000,5986717,1143,418,368,702,2207,1561,1070
2015,Massachusetts,8743269000,6600000000,3411707000,3900000000,14491903000,15343269000,7311707000,6795891,1287,971,502,574,2132,2258,1076
2015,Michigan,7928149000,5700000000,6727466000,4700000000,9306942000,13628149000,11427466000,9932573,798,574,677,473,937,1372,1151
2015,Minnesota,4068329000,4300000000,2777916000,4600000000,10370047000,8368329000,7377916000,5482503,742,784,507,839,1891,1526,1346
2015,Mississippi,753669000,2100000000,2011877000,2100000000,1783438000,2853669000,4111877000,2988693,252,703,673,703,597,955,1376
2015,Missouri,2455567000,3400000000,3982472000,3100000000,6233008000,5855567000,7082472000,6071745,404,560,656,511,1027,964,1166
2015,Montana,657043000,900000000,92734000,300000000,1180478000,1557043000,392734000,1030503,638,873,90,291,1146,1511,381
2015,Nebraska,1513157000,2000000000,1414721000,1300000000,2239582000,3513157000,2714721000,1891507,800,1057,748,687,1184,1857,1435
2015,Nevada,1273918000,1500000000,2523251000,3100000000,0,2773918000,5623251000,2868666,444,523,880,1081,0,967,1960
2015,New Hampshire,2793508000,1300000000,62160000,400000000,96038000,4093508000,462160000,1336294,2090,973,47,299,72,3063,346
2015,New Jersey,16340789000,11200000000,5366840000,6200000000,13250002000,27540789000,11566840000,8870869,1842,1263,605,699,1494,3105,1304
2015,New Mexico,703402000,900000000,1189322000,2500000000,1381254000,1603402000,3689322000,2090211,337,431,569,1196,661,767,1765
2015,New York,24556824000,28300000000,15233759000,18600000000,55201239000,52856824000,33833759000,19661411,1249,1439,775,946,2808,2688,1721
2015,North Carolina,5565377000,4000000000,6533597000,5600000000,11197650000,9565377000,12133597000,10033079,555,399,651,558,1116,953,1209
2015,North Dakota,308388000,600000000,863931000,1100000000,536131000,908388000,1963931000,754022,409,796,1146,1459,711,1205,2605
2015,Ohio,7392163000,6900000000,10350561000,7800000000,13795229000,14292163000,18150561000,11617850,636,594,891,671,1187,1230,1562
2015,Oklahoma,1128899000,1500000000,2757153000,3100000000,3252290000,2628899000,5857153000,3909831,289,384,705,793,832,672,1498
2015,Oregon,3223759000,2400000000,276638000,900000000,7309147000,5623759000,1176638000,4016918,803,597,69,224,1820,1400,293
2015,Pennsylvania,9217452000,9200000000,7979410000,8100000000,16337896000,18417452000,16079410000,12785759,721,720,624,634,1278,1440,1258
2015,Rhode Island,1269875000,1200000000,508124000,800000000,1215368000,2469875000,1308124000,1056173,1202,1136,481,757,1151,2339,1239
2015,South Carolina,1676778000,3800000000,2589073000,2300000000,3695701000,5476778000,4889073000,4892253,343,777,529,470,755,1119,999
2015,South Dakota,464503000,700000000,571396000,1000000000,0,1164503000,1571396000,853933,544,820,669,1171,0,1364,1840
2015,Tennessee,2493601000,3200000000,5285629000,5100000000,302196000,5693601000,10385629000,6590808,378,486,802,774,46,864,1576
2015,Texas,18266991000,29300000000,22226767000,26900000000,0,47566991000,49126767000,27486814,665,1066,809,979,0,1731,1787
2015,Utah,1097955000,1800000000,1787617000,1600000000,3157718000,2897955000,3387617000,2982497,368,604,599,536,1059,972,1136
2015,Vermont,491297000,1100000000,86272000,500000000,709310000,1591297000,586272000,625197,786,1759,138,800,1135,2545,938
2015,Virginia,6100823000,6600000000,2850731000,4300000000,11903945000,12700823000,7150731000,8362907,730,789,341,514,1423,1519,855
2015,Washington,5370467000,4700000000,9206242000,9800000000,0,10070467000,19006242000,7163543,750,656,1285,1368,0,1406,2653
2015,West Virginia,415228000,1200000000,853734000,1200000000,1932457000,1615228000,2053734000,1841996,225,651,463,651,1049,877,1115
2015,Wisconsin,4282567000,5000000000,3988064000,3400000000,7069248000,9282567000,7388064000,5761406,743,868,692,590,1227,1611,1282
2015,Wyoming,381465000,1000000000,524256000,700000000,0,1381465000,1224256000,585668,651,1707,895,1195,0,2359,2090
2015,United States Total,226250709000,258100000000,228640851000,237000000000,367916742000,484350709000,465640851000,320742673,705,805,713,739,1147,1510,1452
2016,Alabama,664939000,2000000000,3328586000,3300000000,3612433000,2664939000,6628586000,4864745,137,411,684,678,743,548,1363
2016,Alaska,517902000,1000000000,343646000,100000000,0,1517902000,443646000,741504,698,1349,463,135,0,2047,598
2016,Arizona,2135486000,5200000000,5794590000,5300000000,3967924000,7335486000,11094590000,6945452,307,749,834,763,571,1056,1597
2016,Arkansas,926572000,1200000000,3154949000,2200000000,2781458000,2126572000,5354949000,2990410,310,401,1055,736,930,711,1791
2016,California,32066035000,29200000000,30806592000,31600000000,80753345000,61266035000,62406592000,39209127,818,745,786,806,2060,1563,1592
2016,Colorado,2479825000,5400000000,3958488000,3900000000,6485602000,7879825000,7858488000,5540921,448,975,714,704,1170,1422,1418
2016,Connecticut,7801407000,2700000000,2426468000,2500000000,7557153000,10501407000,4926468000,3578674,2180,754,678,699,2112,2934,1377
2016,Delaware,319763000,500000000,17290000,300000000,1169922000,819763000,317290000,949216,337,527,18,316,1233,864,334
2016,District of Columbia,318896000,2100000000,691941000,900000000,1907862000,2418896000,1591941000,686575,464,3059,1008,1311,2779,3523,2319
2016,Florida,9798485000,16300000000,18772533000,15200000000,0,26098485000,33972533000,20629982,475,790,910,737,0,1265,1647
2016,Georgia,4657637000,7300000000,5333448000,6300000000,10439534000,11957637000,11633448000,10304763,452,708,518,611,1013,1160,1129
2016,Hawaii,829213000,800000000,1876672000,2200000000,2116130000,1629213000,4076672000,1428105,581,560,1314,1541,1482,1141,2855
2016,Idaho,686295000,900000000,1197087000,800000000,1521238000,1586295000,1997087000,1682930,408,535,711,475,904,943,1187
2016,Illinois,12110946000,15100000000,9372588000,10150000000,13806525000,27210946000,19522588000,12826895,944,1177,731,791,1076,2121,1522
2016,Indiana,1717679000,4700000000,5222776000,3700000000,6539377000,6417679000,8922776000,6633344,259,709,787,558,986,967,1345
2016,Iowa,1953594000,3000000000,2456597000,2200000000,3656375000,4953594000,4656597000,3131785,624,958,784,702,1168,1582,1487
2016,Kansas,1231278000,3100000000,2649380000,2500000000,2233626000,4331278000,5149380000,2911263,423,1065,910,859,767,1488,1769
2016,Kentucky,1137591000,2300000000,1775927000,3200000000,5639966000,3437591000,4975927000,4438229,256,518,400,721,1271,775,1121
2016,Louisiana,1054951000,3100000000,4561554000,3900000000,2866456000,4154951000,8461554000,4678215,226,663,975,834,613,888,1809
2016,Maine,799804000,2000000000,992765000,800000000,1551637000,2799804000,1792765000,1331370,601,1502,746,601,1165,2103,1347
2016,Maryland,5919099000,3400000000,2139395000,4400000000,13710859000,9319099000,6539395000,6004692,986,566,356,733,2283,1552,1089
2016,Massachusetts,7985279000,8100000000,3505576000,4100000000,14430331000,16085279000,7605576000,6826022,1170,1187,514,601,2114,2356,1114
2016,Michigan,7939225000,6100000000,6584068000,4800000000,9797553000,14039225000,11384068000,9951890,798,613,662,482,984,1411,1144
2016,Minnesota,4658731000,4000000000,2705009000,4800000000,10732570000,8658731000,7505009000,5523409,843,724,490,869,1943,1568,1359
2016,Mississippi,749828000,2200000000,2003127000,2000000000,1800053000,2949828000,4003127000,2988298,251,736,670,669,602,987,1340
2016,Missouri,2516722000,3400000000,4190498000,3200000000,6413681000,5916722000,7390498000,6087203,413,559,688,526,1054,972,1214
2016,Montana,578300000,1000000000,148274000,200000000,1181042000,1578300000,348274000,1040863,556,961,142,192,1135,1516,335
2016,Nebraska,1342245000,2300000000,1338767000,1400000000,2244719000,3642245000,2738767000,1905924,704,1207,702,735,1178,1911,1437
2016,Nevada,1423029000,1500000000,2657113000,3300000000,0,2923029000,5957113000,2919772,487,514,910,1130,0,1001,2040
2016,New Hampshire,2559186000,1600000000,45745000,400000000,87973000,4159186000,445745000,1342373,1906,1192,34,298,66,3098,332
2016,New Jersey,15278904000,12800000000,5275069000,6400000000,13355992000,28078904000,11675069000,8874516,1722,1442,594,721,1505,3164,1316
2016,New Mexico,702481000,900000000,1117608000,2400000000,1409811000,1602481000,3517608000,2092789,336,430,534,1147,674,766,1681
2016,New York,22876119000,32300000000,15113312000,19600000000,58102548000,55176119000,34713312000,19641589,1165,1644,769,998,2958,2809,1767
2016,North Carolina,4806032000,5100000000,6789623000,5900000000,12042957000,9906032000,12689623000,10156679,473,502,668,581,1186,975,1249
2016,North Dakota,379445000,600000000,674665000,900000000,351125000,979445000,1574665000,754353,503,795,894,1193,465,1298,2087
2016,Ohio,7389729000,7300000000,10519941000,8300000000,13322598000,14689729000,18819941000,11635003,635,627,904,713,1145,1263,1618
2016,Oklahoma,1141393000,1600000000,2793727000,2800000000,2996870000,2741393000,5593727000,3926769,291,407,711,713,763,698,1425
2016,Oregon,3201314000,2700000000,214257000,1000000000,7690034000,5901314000,1214257000,4091404,782,660,52,244,1880,1442,297
2016,Pennsylvania,8394224000,10500000000,8307798000,8500000000,16915827000,18894224000,16807798000,12783538,657,821,650,665,1323,1478,1315
2016,Rhode Island,1354186000,1200000000,532390000,800000000,1236194000,2554186000,1332390000,1057063,1281,1135,504,757,1169,2416,1260
2016,South Carolina,1872550000,3900000000,2431399000,2200000000,3869342000,5772550000,4631399000,4958235,378,787,490,444,780,1164,934
2016,South Dakota,501255000,700000000,621776000,1000000000,0,1201255000,1621776000,862890,581,811,721,1159,0,1392,1879
2016,Tennessee,1959994000,3600000000,5336821000,5500000000,323952000,5559994000,10836821000,6645011,295,542,803,828,49,837,1631
2016,Texas,17767498000,31400000000,21048467000,26800000000,0,49167498000,47848467000,27937492,636,1124,753,959,0,1760,1713
2016,Utah,1100857000,2000000000,1952000000,1700000000,3374535000,3100857000,3652000000,3042613,362,657,642,559,1109,1019,1200
2016,Vermont,516283000,1100000000,78771000,500000000,729986000,1616283000,578771000,623644,828,1764,126,802,1171,2592,928
2016,Virginia,5601233000,7400000000,2920772000,4500000000,12237996000,13001233000,7420772000,8410946,666,880,347,535,1455,1546,882
2016,Washington,5458113000,5000000000,12725942000,7900000000,0,10458113000,20625942000,7294680,748,685,1745,1083,0,1434,2828
2016,West Virginia,473725000,1200000000,794444000,1200000000,1845711000,1673725000,1994444000,1830929,259,655,434,655,1008,914,1089
2016,Wisconsin,4406961000,5000000000,4240021000,3300000000,7486676000,9406961000,7540021000,5772958,763,866,734,572,1297,1629,1306
2016,Wyoming,1099911000,300000000,487438000,500000000,0,1399911000,987438000,584290,1882,513,834,856,0,2396,1690
2016,United States Total,225162149000,278100000000,234377690000,241000000000,376297498000,503262149000,475377690000,323071342,697,861,725,746,1165,1558,1471
