JF,state,year,services_state_tax,local_tax,services_tax
177,Virginia,2006,5.0,0.0,5.0
178,Virginia,2006,0.0,0.0,0.0
179,Virginia,2006,0.0,0.0,0.0
180,Virginia,2006,5.0,0.0,5.0
181,Virginia,2006,5.0,0.0,5.0
182,Virginia,2006,0.0,0.0,0.0
183,Virginia,2006,0.0,0.0,0.0
0,Washington,2006,6.5,2.28,8.78
1,Washington,2006,1.5,2.28,3.78
2,Washington,2006,1.5,2.28,3.78
3,Washington,2006,1.5,2.28,3.78
4,Washington,2006,1.5,2.28,3.78
5,Washington,2006,6.5,2.28,8.78
6,Washington,2006,0.484,2.28,2.764
7,Washington,2006,1.5,2.28,3.78
8,Washington,2006,1.5,2.28,3.78
9,Washington,2006,6.5,2.28,8.78
10,Washington,2006,6.5,2.28,8.78
11,Washington,2006,6.5,2.28,8.78
12,Washington,2006,6.5,2.28,8.78
13,Washington,2006,6.5,2.28,8.78
14,Washington,2006,1.926,2.28,4.2059999999999995
15,Washington,2006,0.642,2.28,2.9219999999999997
16,Washington,2006,0.642,2.28,2.9219999999999997
17,Washington,2006,1.926,2.28,4.2059999999999995
18,Washington,2006,0.0,2.28,0.0
19,Washington,2006,6.5,2.28,8.78
20,Washington,2006,1.5,2.28,3.78
21,Washington,2006,0.484,2.28,2.764
22,Washington,2006,0.484,2.28,2.764
23,Washington,2006,0.484,2.28,2.764
24,Washington,2006,1.5,2.28,3.78
25,Washington,2006,0.0,2.28,0.0
26,Washington,2006,1.926,2.28,4.2059999999999995
27,Washington,2006,0.275,2.28,2.5549999999999997
28,Washington,2006,1.5,2.28,3.78
29,Washington,2006,6.5,2.28,8.78
30,Washington,2006,6.5,2.28,8.78
31,Washington,2006,6.5,2.28,8.78
32,Washington,2006,3.873,2.28,6.1530000000000005
33,Washington,2006,5.029,2.28,7.308999999999999
34,Washington,2006,3.852,2.28,6.132
35,Washington,2006,6.5,2.28,8.78
36,Washington,2006,3.852,2.28,6.132
37,Washington,2006,6.5,2.28,8.78
38,Washington,2006,6.5,2.28,8.78
39,Washington,2006,6.5,2.28,8.78
40,Washington,2006,3.873,2.28,6.1530000000000005
41,Washington,2006,5.029,2.28,7.308999999999999
42,Washington,2006,3.852,2.28,6.132
43,Washington,2006,6.5,2.28,8.78
44,Washington,2006,3.852,2.28,6.132
45,Washington,2006,1.5,2.28,3.78
46,Washington,2006,0.484,2.28,2.764
47,Washington,2006,1.5,2.28,3.78
48,Washington,2006,1.5,2.28,3.78
49,Washington,2006,1.5,2.28,3.78
50,Washington,2006,1.5,2.28,3.78
51,Washington,2006,6.5,2.28,8.78
52,Washington,2006,1.5,2.28,3.78
53,Washington,2006,1.5,2.28,3.78
54,Washington,2006,1.5,2.28,3.78
55,Washington,2006,6.5,2.28,8.78
56,Washington,2006,1.5,2.28,3.78
57,Washington,2006,6.5,2.28,8.78
58,Washington,2006,1.5,2.28,3.78
59,Washington,2006,6.5,2.28,8.78
60,Washington,2006,6.5,2.28,8.78
61,Washington,2006,6.5,2.28,8.78
62,Washington,2006,6.5,2.28,8.78
63,Washington,2006,6.5,2.28,8.78
64,Washington,2006,6.5,2.28,8.78
65,Washington,2006,1.5,2.28,3.78
66,Washington,2006,1.5,2.28,3.78
67,Washington,2006,1.5,2.28,3.78
68,Washington,2006,6.5,2.28,8.78
69,Washington,2006,6.5,2.28,8.78
70,Washington,2006,1.5,2.28,3.78
71,Washington,2006,6.5,2.28,8.78
72,Washington,2006,6.5,2.28,8.78
73,Washington,2006,1.5,2.28,3.78
74,Washington,2006,0.0,2.28,0.0
75,Washington,2006,0.484,2.28,2.764
76,Washington,2006,0.484,2.28,2.764
77,Washington,2006,0.484,2.28,2.764
78,Washington,2006,1.5,2.28,3.78
79,Washington,2006,1.926,2.28,4.2059999999999995
80,Washington,2006,1.5,2.28,3.78
81,Washington,2006,1.5,2.28,3.78
82,Washington,2006,1.5,2.28,3.78
83,Washington,2006,6.5,2.28,8.78
84,Washington,2006,6.5,2.28,8.78
85,Washington,2006,1.5,2.28,3.78
86,Washington,2006,1.5,2.28,3.78
87,Washington,2006,1.5,2.28,3.78
88,Washington,2006,1.5,2.28,3.78
89,Washington,2006,1.5,2.28,3.78
90,Washington,2006,1.5,2.28,3.78
91,Washington,2006,6.5,2.28,8.78
92,Washington,2006,6.5,2.28,8.78
93,Washington,2006,6.5,2.28,8.78
94,Washington,2006,6.5,2.28,8.78
95,Washington,2006,1.5,2.28,3.78
96,Washington,2006,1.5,2.28,3.78
97,Washington,2006,1.5,2.28,3.78
98,Washington,2006,1.5,2.28,3.78
99,Washington,2006,1.5,2.28,3.78
100,Washington,2006,6.5,2.28,8.78
101,Washington,2006,1.5,2.28,3.78
102,Washington,2006,1.5,2.28,3.78
103,Washington,2006,6.5,2.28,8.78
104,Washington,2006,1.5,2.28,3.78
105,Washington,2006,6.5,2.28,8.78
106,Washington,2006,1.5,2.28,3.78
107,Washington,2006,6.5,2.28,8.78
108,Washington,2006,1.5,2.28,3.78
109,Washington,2006,6.5,2.28,8.78
110,Washington,2006,1.5,2.28,3.78
111,Washington,2006,6.5,2.28,8.78
112,Washington,2006,6.5,2.28,8.78
113,Washington,2006,1.5,2.28,3.78
114,Washington,2006,1.5,2.28,3.78
115,Washington,2006,1.5,2.28,3.78
116,Washington,2006,6.5,2.28,8.78
117,Washington,2006,6.5,2.28,8.78
118,Washington,2006,6.5,2.28,8.78
119,Washington,2006,6.5,2.28,8.78
120,Washington,2006,6.5,2.28,8.78
121,Washington,2006,6.5,2.28,8.78
122,Washington,2006,6.5,2.28,8.78
123,Washington,2006,6.5,2.28,8.78
124,Washington,2006,6.5,2.28,8.78
125,Washington,2006,6.5,2.28,8.78
126,Washington,2006,6.5,2.28,8.78
127,Washington,2006,0.0,2.28,0.0
128,Washington,2006,1.5,2.28,3.78
129,Washington,2006,6.5,2.28,8.78
130,Washington,2006,6.5,2.28,8.78
131,Washington,2006,1.5,2.28,3.78
132,Washington,2006,1.5,2.28,3.78
133,Washington,2006,1.5,2.28,3.78
134,Washington,2006,1.5,2.28,3.78
135,Washington,2006,1.5,2.28,3.78
136,Washington,2006,0.0,2.28,0.0
137,Washington,2006,1.5,2.28,3.78
138,Washington,2006,1.5,2.28,3.78
139,Washington,2006,1.5,2.28,3.78
140,Washington,2006,1.5,2.28,3.78
141,Washington,2006,6.5,2.28,8.78
142,Washington,2006,1.5,2.28,3.78
143,Washington,2006,1.5,2.28,3.78
144,Washington,2006,1.5,2.28,3.78
145,Washington,2006,1.5,2.28,3.78
146,Washington,2006,1.5,2.28,3.78
147,Washington,2006,1.5,2.28,3.78
148,Washington,2006,1.5,2.28,3.78
149,Washington,2006,1.5,2.28,3.78
150,Washington,2006,1.5,2.28,3.78
151,Washington,2006,6.5,2.28,8.78
152,Washington,2006,6.5,2.28,8.78
153,Washington,2006,6.5,2.28,8.78
154,Washington,2006,6.5,2.28,8.78
155,Washington,2006,6.5,2.28,8.78
156,Washington,2006,12.4,2.28,14.68
157,Washington,2006,6.8,2.28,9.08
158,Washington,2006,1.926,2.28,4.2059999999999995
159,Washington,2006,6.5,2.28,8.78
160,Washington,2006,6.5,2.28,8.78
161,Washington,2006,6.5,2.28,8.78
162,Washington,2006,6.5,2.28,8.78
163,Washington,2006,6.5,2.28,8.78
164,Washington,2006,6.5,2.28,8.78
165,Washington,2006,6.5,2.28,8.78
166,Washington,2006,6.5,2.28,8.78
167,Washington,2006,6.5,2.28,8.78
168,Washington,2006,0.0,2.28,0.0
169,Washington,2006,6.5,2.28,8.78
170,Washington,2006,6.5,2.28,8.78
171,Washington,2006,0.0,2.28,0.0
172,Washington,2006,6.5,2.28,8.78
173,Washington,2006,6.5,2.28,8.78
174,Washington,2006,6.5,2.28,8.78
175,Washington,2006,6.5,2.28,8.78
176,Washington,2006,0.0,2.28,0.0
177,Washington,2006,6.5,2.28,8.78
178,Washington,2006,6.5,2.28,8.78
179,Washington,2006,6.5,2.28,8.78
180,Washington,2006,6.5,2.28,8.78
181,Washington,2006,6.5,2.28,8.78
182,Washington,2006,6.5,2.28,8.78
183,Washington,2006,6.5,2.28,8.78
0,West Virginia,2006,6.0,0.0,6.0
1,West Virginia,2006,0.0,0.0,0.0
2,West Virginia,2006,0.0,0.0,0.0
3,West Virginia,2006,6.0,0.0,6.0
4,West Virginia,2006,6.0,0.0,6.0
5,West Virginia,2006,6.0,0.0,6.0
6,West Virginia,2006,0.0,0.0,0.0
7,West Virginia,2006,0.0,0.0,0.0
8,West Virginia,2006,0.0,0.0,0.0
9,West Virginia,2006,6.0,0.0,6.0
10,West Virginia,2006,0.0,0.0,0.0
11,West Virginia,2006,6.0,0.0,6.0
12,West Virginia,2006,0.0,0.0,0.0
13,West Virginia,2006,0.0,0.0,0.0
14,West Virginia,2006,0.0,0.0,0.0
15,West Virginia,2006,0.0,0.0,0.0
16,West Virginia,2006,0.0,0.0,0.0
17,West Virginia,2006,0.0,0.0,0.0
18,West Virginia,2006,0.0,0.0,0.0
19,West Virginia,2006,6.0,0.0,6.0
20,West Virginia,2006,6.0,0.0,6.0
21,West Virginia,2006,6.0,0.0,6.0
22,West Virginia,2006,6.0,0.0,6.0
23,West Virginia,2006,6.0,0.0,6.0
24,West Virginia,2006,6.0,0.0,6.0
25,West Virginia,2006,6.0,0.0,6.0
26,West Virginia,2006,6.0,0.0,6.0
27,West Virginia,2006,6.0,0.0,6.0
28,West Virginia,2006,6.0,0.0,6.0
29,West Virginia,2006,0.0,0.0,0.0
30,West Virginia,2006,0.0,0.0,0.0
31,West Virginia,2006,0.0,0.0,0.0
32,West Virginia,2006,6.0,0.0,6.0
33,West Virginia,2006,4.4,0.0,4.4
34,West Virginia,2006,4.29,0.0,4.29
35,West Virginia,2006,5.0,0.0,5.0
36,West Virginia,2006,0.0,0.0,0.0
37,West Virginia,2006,0.0,0.0,0.0
38,West Virginia,2006,0.0,0.0,0.0
39,West Virginia,2006,0.0,0.0,0.0
40,West Virginia,2006,6.0,0.0,6.0
41,West Virginia,2006,4.4,0.0,4.4
42,West Virginia,2006,4.29,0.0,4.29
43,West Virginia,2006,5.0,0.0,5.0
44,West Virginia,2006,0.0,0.0,0.0
45,West Virginia,2006,0.0,0.0,0.0
46,West Virginia,2006,3.0,0.0,3.0
47,West Virginia,2006,0.0,0.0,0.0
48,West Virginia,2006,0.0,0.0,0.0
49,West Virginia,2006,0.0,0.0,0.0
50,West Virginia,2006,0.0,0.0,0.0
51,West Virginia,2006,0.0,0.0,0.0
52,West Virginia,2006,6.0,0.0,6.0
53,West Virginia,2006,0.0,0.0,0.0
54,West Virginia,2006,6.0,0.0,6.0
55,West Virginia,2006,6.0,0.0,6.0
56,West Virginia,2006,6.0,0.0,6.0
57,West Virginia,2006,6.0,0.0,6.0
58,West Virginia,2006,6.0,0.0,6.0
59,West Virginia,2006,6.0,0.0,6.0
60,West Virginia,2006,6.0,0.0,6.0
61,West Virginia,2006,6.0,0.0,6.0
62,West Virginia,2006,6.0,0.0,6.0
63,West Virginia,2006,6.0,0.0,6.0
64,West Virginia,2006,6.0,0.0,6.0
65,West Virginia,2006,0.0,0.0,0.0
66,West Virginia,2006,0.0,0.0,0.0
67,West Virginia,2006,6.0,0.0,6.0
68,West Virginia,2006,6.0,0.0,6.0
69,West Virginia,2006,6.0,0.0,6.0
70,West Virginia,2006,6.0,0.0,6.0
71,West Virginia,2006,6.0,0.0,6.0
72,West Virginia,2006,6.0,0.0,6.0
73,West Virginia,2006,0.0,0.0,0.0
74,West Virginia,2006,0.0,0.0,0.0
75,West Virginia,2006,0.0,0.0,0.0
76,West Virginia,2006,0.0,0.0,0.0
77,West Virginia,2006,0.0,0.0,0.0
78,West Virginia,2006,6.0,0.0,6.0
79,West Virginia,2006,6.0,0.0,6.0
80,West Virginia,2006,6.0,0.0,6.0
81,West Virginia,2006,6.0,0.0,6.0
82,West Virginia,2006,6.0,0.0,6.0
83,West Virginia,2006,6.0,0.0,6.0
84,West Virginia,2006,6.0,0.0,6.0
85,West Virginia,2006,6.0,0.0,6.0
86,West Virginia,2006,6.0,0.0,6.0
87,West Virginia,2006,6.0,0.0,6.0
88,West Virginia,2006,0.0,0.0,0.0
89,West Virginia,2006,6.0,0.0,6.0
90,West Virginia,2006,6.0,0.0,6.0
91,West Virginia,2006,6.0,0.0,6.0
92,West Virginia,2006,6.0,0.0,6.0
93,West Virginia,2006,6.0,0.0,6.0
94,West Virginia,2006,6.0,0.0,6.0
95,West Virginia,2006,6.0,0.0,6.0
96,West Virginia,2006,6.0,0.0,6.0
97,West Virginia,2006,6.0,0.0,6.0
98,West Virginia,2006,6.0,0.0,6.0
99,West Virginia,2006,6.0,0.0,6.0
100,West Virginia,2006,0.0,0.0,0.0
101,West Virginia,2006,6.0,0.0,6.0
102,West Virginia,2006,6.0,0.0,6.0
103,West Virginia,2006,6.0,0.0,6.0
104,West Virginia,2006,6.0,0.0,6.0
105,West Virginia,2006,6.0,0.0,6.0
106,West Virginia,2006,6.0,0.0,6.0
107,West Virginia,2006,6.0,0.0,6.0
108,West Virginia,2006,6.0,0.0,6.0
109,West Virginia,2006,6.0,0.0,6.0
110,West Virginia,2006,6.0,0.0,6.0
111,West Virginia,2006,6.0,0.0,6.0
112,West Virginia,2006,6.0,0.0,6.0
113,West Virginia,2006,6.0,0.0,6.0
114,West Virginia,2006,0.0,0.0,0.0
115,West Virginia,2006,0.0,0.0,0.0
116,West Virginia,2006,0.0,0.0,0.0
117,West Virginia,2006,6.0,0.0,6.0
118,West Virginia,2006,6.0,0.0,6.0
119,West Virginia,2006,6.0,0.0,6.0
120,West Virginia,2006,6.0,0.0,6.0
121,West Virginia,2006,6.0,0.0,6.0
122,West Virginia,2006,6.0,0.0,6.0
123,West Virginia,2006,6.0,0.0,6.0
124,West Virginia,2006,6.0,0.0,6.0
125,West Virginia,2006,6.0,0.0,6.0
126,West Virginia,2006,6.0,0.0,6.0
127,West Virginia,2006,6.0,0.0,6.0
128,West Virginia,2006,6.0,0.0,6.0
129,West Virginia,2006,6.0,0.0,6.0
130,West Virginia,2006,6.0,0.0,6.0
131,West Virginia,2006,6.0,0.0,6.0
132,West Virginia,2006,6.0,0.0,6.0
133,West Virginia,2006,6.0,0.0,6.0
134,West Virginia,2006,6.0,0.0,6.0
135,West Virginia,2006,6.0,0.0,6.0
136,West Virginia,2006,6.0,0.0,6.0
137,West Virginia,2006,6.0,0.0,6.0
138,West Virginia,2006,6.0,0.0,6.0
139,West Virginia,2006,6.0,0.0,6.0
140,West Virginia,2006,0.0,0.0,0.0
141,West Virginia,2006,6.0,0.0,6.0
142,West Virginia,2006,0.0,0.0,0.0
143,West Virginia,2006,6.0,0.0,6.0
144,West Virginia,2006,0.0,0.0,0.0
145,West Virginia,2006,0.0,0.0,0.0
146,West Virginia,2006,0.0,0.0,0.0
147,West Virginia,2006,6.0,0.0,6.0
148,West Virginia,2006,0.0,0.0,0.0
149,West Virginia,2006,0.0,0.0,0.0
150,West Virginia,2006,0.0,0.0,0.0
151,West Virginia,2006,6.0,0.0,6.0
152,West Virginia,2006,6.0,0.0,6.0
153,West Virginia,2006,6.0,0.0,6.0
154,West Virginia,2006,6.0,0.0,6.0
155,West Virginia,2006,6.0,0.0,6.0
156,West Virginia,2006,6.0,0.0,6.0
157,West Virginia,2006,0.0,0.0,0.0
158,West Virginia,2006,6.0,0.0,6.0
159,West Virginia,2006,6.0,0.0,6.0
160,West Virginia,2006,6.0,0.0,6.0
161,West Virginia,2006,0.0,0.0,0.0
162,West Virginia,2006,6.0,0.0,6.0
163,West Virginia,2006,6.0,0.0,6.0
164,West Virginia,2006,6.0,0.0,6.0
165,West Virginia,2006,6.0,0.0,6.0
166,West Virginia,2006,6.0,0.0,6.0
167,West Virginia,2006,0.0,0.0,0.0
168,West Virginia,2006,0.0,0.0,0.0
169,West Virginia,2006,0.0,0.0,0.0
170,West Virginia,2006,0.0,0.0,0.0
171,West Virginia,2006,0.0,0.0,0.0
172,West Virginia,2006,6.0,0.0,6.0
173,West Virginia,2006,6.0,0.0,6.0
174,West Virginia,2006,6.0,0.0,6.0
175,West Virginia,2006,6.0,0.0,6.0
176,West Virginia,2006,0.0,0.0,0.0
177,West Virginia,2006,6.0,0.0,6.0
178,West Virginia,2006,6.0,0.0,6.0
179,West Virginia,2006,6.0,0.0,6.0
180,West Virginia,2006,6.0,0.0,6.0
181,West Virginia,2006,6.0,0.0,6.0
182,West Virginia,2006,6.0,0.0,6.0
183,West Virginia,2006,6.0,0.0,6.0
0,Wisconsin,2006,5.0,0.42,5.42
1,Wisconsin,2006,0.0,0.42,0.0
2,Wisconsin,2006,0.0,0.42,0.0
3,Wisconsin,2006,5.0,0.42,5.42
4,Wisconsin,2006,5.0,0.42,5.42
5,Wisconsin,2006,5.0,0.42,5.42
6,Wisconsin,2006,0.0,0.42,0.0
7,Wisconsin,2006,0.0,0.42,0.0
8,Wisconsin,2006,0.0,0.42,0.0
9,Wisconsin,2006,5.0,0.42,5.42
10,Wisconsin,2006,0.0,0.42,0.0
11,Wisconsin,2006,0.0,0.42,0.0
12,Wisconsin,2006,0.0,0.42,0.0
13,Wisconsin,2006,0.0,0.42,0.0
14,Wisconsin,2006,0.0,0.42,0.0
15,Wisconsin,2006,0.0,0.42,0.0
16,Wisconsin,2006,0.0,0.42,0.0
17,Wisconsin,2006,0.0,0.42,0.0
18,Wisconsin,2006,0.0,0.42,0.0
19,Wisconsin,2006,5.0,0.42,5.42
20,Wisconsin,2006,0.0,0.42,0.0
21,Wisconsin,2006,0.0,0.42,0.0
22,Wisconsin,2006,0.0,0.42,0.0
23,Wisconsin,2006,0.0,0.42,0.0
24,Wisconsin,2006,0.0,0.42,0.0
25,Wisconsin,2006,5.0,0.42,5.42
26,Wisconsin,2006,5.0,0.42,5.42
27,Wisconsin,2006,0.0,0.42,0.0
28,Wisconsin,2006,0.0,0.42,0.0
29,Wisconsin,2006,5.0,0.42,5.42
30,Wisconsin,2006,5.0,0.42,5.42
31,Wisconsin,2006,5.0,0.42,5.42
32,Wisconsin,2006,5.0,0.42,5.42
33,Wisconsin,2006,0.0,0.42,0.0
34,Wisconsin,2006,5.0,0.42,5.42
35,Wisconsin,2006,5.0,0.42,5.42
36,Wisconsin,2006,0.0,0.42,0.0
37,Wisconsin,2006,5.0,0.42,5.42
38,Wisconsin,2006,5.0,0.42,5.42
39,Wisconsin,2006,5.0,0.42,5.42
40,Wisconsin,2006,5.0,0.42,5.42
41,Wisconsin,2006,0.0,0.42,0.0
42,Wisconsin,2006,5.0,0.42,5.42
43,Wisconsin,2006,0.0,0.42,0.0
44,Wisconsin,2006,0.0,0.42,0.0
45,Wisconsin,2006,0.0,0.42,0.0
46,Wisconsin,2006,0.0,0.42,0.0
47,Wisconsin,2006,0.0,0.42,0.0
48,Wisconsin,2006,0.0,0.42,0.0
49,Wisconsin,2006,0.0,0.42,0.0
50,Wisconsin,2006,0.0,0.42,0.0
51,Wisconsin,2006,0.0,0.42,0.0
52,Wisconsin,2006,0.0,0.42,0.0
53,Wisconsin,2006,0.0,0.42,0.0
54,Wisconsin,2006,5.0,0.42,5.42
55,Wisconsin,2006,0.0,0.42,0.0
56,Wisconsin,2006,0.0,0.42,0.0
57,Wisconsin,2006,0.0,0.42,0.0
58,Wisconsin,2006,0.0,0.42,0.0
59,Wisconsin,2006,5.0,0.42,5.42
60,Wisconsin,2006,5.0,0.42,5.42
61,Wisconsin,2006,5.0,0.42,5.42
62,Wisconsin,2006,5.0,0.42,5.42
63,Wisconsin,2006,0.0,0.42,0.0
64,Wisconsin,2006,5.0,0.42,5.42
65,Wisconsin,2006,0.0,0.42,0.0
66,Wisconsin,2006,5.0,0.42,5.42
67,Wisconsin,2006,0.0,0.42,0.0
68,Wisconsin,2006,5.0,0.42,5.42
69,Wisconsin,2006,5.0,0.42,5.42
70,Wisconsin,2006,0.0,0.42,0.0
71,Wisconsin,2006,5.0,0.42,5.42
72,Wisconsin,2006,5.0,0.42,5.42
73,Wisconsin,2006,0.0,0.42,0.0
74,Wisconsin,2006,0.0,0.42,0.0
75,Wisconsin,2006,0.0,0.42,0.0
76,Wisconsin,2006,0.0,0.42,0.0
77,Wisconsin,2006,0.0,0.42,0.0
78,Wisconsin,2006,0.0,0.42,0.0
79,Wisconsin,2006,0.0,0.42,0.0
80,Wisconsin,2006,0.0,0.42,0.0
81,Wisconsin,2006,0.0,0.42,0.0
82,Wisconsin,2006,0.0,0.42,0.0
83,Wisconsin,2006,5.0,0.42,5.42
84,Wisconsin,2006,0.0,0.42,0.0
85,Wisconsin,2006,0.0,0.42,0.0
86,Wisconsin,2006,0.0,0.42,0.0
87,Wisconsin,2006,0.0,0.42,0.0
88,Wisconsin,2006,0.0,0.42,0.0
89,Wisconsin,2006,0.0,0.42,0.0
90,Wisconsin,2006,0.0,0.42,0.0
91,Wisconsin,2006,0.0,0.42,0.0
92,Wisconsin,2006,5.0,0.42,5.42
93,Wisconsin,2006,5.0,0.42,5.42
94,Wisconsin,2006,5.0,0.42,5.42
95,Wisconsin,2006,0.0,0.42,0.0
96,Wisconsin,2006,0.0,0.42,0.0
97,Wisconsin,2006,0.0,0.42,0.0
98,Wisconsin,2006,0.0,0.42,0.0
99,Wisconsin,2006,0.0,0.42,0.0
100,Wisconsin,2006,5.0,0.42,5.42
101,Wisconsin,2006,0.0,0.42,0.0
102,Wisconsin,2006,5.0,0.42,5.42
103,Wisconsin,2006,0.0,0.42,0.0
104,Wisconsin,2006,5.0,0.42,5.42
105,Wisconsin,2006,5.0,0.42,5.42
106,Wisconsin,2006,0.0,0.42,0.0
107,Wisconsin,2006,5.0,0.42,5.42
108,Wisconsin,2006,5.0,0.42,5.42
109,Wisconsin,2006,0.0,0.42,0.0
110,Wisconsin,2006,0.0,0.42,0.0
111,Wisconsin,2006,5.0,0.42,5.42
112,Wisconsin,2006,5.0,0.42,5.42
113,Wisconsin,2006,0.0,0.42,0.0
114,Wisconsin,2006,0.0,0.42,0.0
115,Wisconsin,2006,0.0,0.42,0.0
116,Wisconsin,2006,0.0,0.42,0.0
117,Wisconsin,2006,5.0,0.42,5.42
118,Wisconsin,2006,0.0,0.42,0.0
119,Wisconsin,2006,0.0,0.42,0.0
120,Wisconsin,2006,0.0,0.42,0.0
121,Wisconsin,2006,0.0,0.42,0.0
122,Wisconsin,2006,5.0,0.42,5.42
123,Wisconsin,2006,5.0,0.42,5.42
124,Wisconsin,2006,5.0,0.42,5.42
125,Wisconsin,2006,5.0,0.42,5.42
126,Wisconsin,2006,5.0,0.42,5.42
127,Wisconsin,2006,5.0,0.42,5.42
128,Wisconsin,2006,5.0,0.42,5.42
129,Wisconsin,2006,5.0,0.42,5.42
130,Wisconsin,2006,5.0,0.42,5.42
131,Wisconsin,2006,5.0,0.42,5.42
132,Wisconsin,2006,5.0,0.42,5.42
133,Wisconsin,2006,5.0,0.42,5.42
134,Wisconsin,2006,5.0,0.42,5.42
135,Wisconsin,2006,5.0,0.42,5.42
136,Wisconsin,2006,5.0,0.42,5.42
137,Wisconsin,2006,5.0,0.42,5.42
138,Wisconsin,2006,5.0,0.42,5.42
139,Wisconsin,2006,5.0,0.42,5.42
140,Wisconsin,2006,0.0,0.42,0.0
141,Wisconsin,2006,5.0,0.42,5.42
142,Wisconsin,2006,0.0,0.42,0.0
143,Wisconsin,2006,0.0,0.42,0.0
144,Wisconsin,2006,0.0,0.42,0.0
145,Wisconsin,2006,0.0,0.42,0.0
146,Wisconsin,2006,0.0,0.42,0.0
147,Wisconsin,2006,0.0,0.42,0.0
148,Wisconsin,2006,0.0,0.42,0.0
149,Wisconsin,2006,0.0,0.42,0.0
150,Wisconsin,2006,0.0,0.42,0.0
151,Wisconsin,2006,5.0,0.42,5.42
152,Wisconsin,2006,5.0,0.42,5.42
153,Wisconsin,2006,5.0,0.42,5.42
154,Wisconsin,2006,5.0,0.42,5.42
155,Wisconsin,2006,5.0,0.42,5.42
156,Wisconsin,2006,10.0,0.42,10.42
157,Wisconsin,2006,5.0,0.42,5.42
158,Wisconsin,2006,5.0,0.42,5.42
159,Wisconsin,2006,5.0,0.42,5.42
160,Wisconsin,2006,5.0,0.42,5.42
161,Wisconsin,2006,0.0,0.42,0.0
162,Wisconsin,2006,5.0,0.42,5.42
163,Wisconsin,2006,5.0,0.42,5.42
164,Wisconsin,2006,5.0,0.42,5.42
165,Wisconsin,2006,5.0,0.42,5.42
166,Wisconsin,2006,5.0,0.42,5.42
167,Wisconsin,2006,5.0,0.42,5.42
168,Wisconsin,2006,0.0,0.42,0.0
169,Wisconsin,2006,5.0,0.42,5.42
170,Wisconsin,2006,5.0,0.42,5.42
171,Wisconsin,2006,0.0,0.42,0.0
172,Wisconsin,2006,5.0,0.42,5.42
173,Wisconsin,2006,5.0,0.42,5.42
174,Wisconsin,2006,5.0,0.42,5.42
175,Wisconsin,2006,0.0,0.42,0.0
176,Wisconsin,2006,0.0,0.42,0.0
177,Wisconsin,2006,5.0,0.42,5.42
178,Wisconsin,2006,5.0,0.42,5.42
179,Wisconsin,2006,5.0,0.42,5.42
180,Wisconsin,2006,5.0,0.42,5.42
181,Wisconsin,2006,0.0,0.42,0.0
182,Wisconsin,2006,5.0,0.42,5.42
183,Wisconsin,2006,5.0,0.42,5.42
0,Wyoming,2006,4.0,1.38,5.38
1,Wyoming,2006,0.0,1.38,0.0
2,Wyoming,2006,0.0,1.38,0.0
3,Wyoming,2006,0.0,1.38,0.0
4,Wyoming,2006,0.0,1.38,0.0
5,Wyoming,2006,0.0,1.38,0.0
6,Wyoming,2006,0.0,1.38,0.0
7,Wyoming,2006,0.0,1.38,0.0
8,Wyoming,2006,0.0,1.38,0.0
9,Wyoming,2006,0.0,1.38,0.0
10,Wyoming,2006,0.0,1.38,0.0
11,Wyoming,2006,0.0,1.38,0.0
12,Wyoming,2006,0.0,1.38,0.0
13,Wyoming,2006,0.0,1.38,0.0
14,Wyoming,2006,4.0,1.38,5.38
15,Wyoming,2006,4.0,1.38,5.38
16,Wyoming,2006,4.0,1.38,5.38
17,Wyoming,2006,0.0,1.38,0.0
18,Wyoming,2006,0.0,1.38,0.0
19,Wyoming,2006,0.0,1.38,0.0
20,Wyoming,2006,0.0,1.38,0.0
21,Wyoming,2006,0.0,1.38,0.0
22,Wyoming,2006,0.0,1.38,0.0
23,Wyoming,2006,0.0,1.38,0.0
24,Wyoming,2006,0.0,1.38,0.0
25,Wyoming,2006,0.0,1.38,0.0
26,Wyoming,2006,0.0,1.38,0.0
27,Wyoming,2006,0.0,1.38,0.0
28,Wyoming,2006,0.0,1.38,0.0
29,Wyoming,2006,4.0,1.38,5.38
30,Wyoming,2006,0.0,1.38,0.0
31,Wyoming,2006,4.0,1.38,5.38
32,Wyoming,2006,4.0,1.38,5.38
33,Wyoming,2006,0.0,1.38,0.0
34,Wyoming,2006,4.0,1.38,5.38
35,Wyoming,2006,4.0,1.38,5.38
36,Wyoming,2006,0.0,1.38,0.0
37,Wyoming,2006,4.0,1.38,5.38
38,Wyoming,2006,0.0,1.38,0.0
39,Wyoming,2006,4.0,1.38,5.38
40,Wyoming,2006,4.0,1.38,5.38
41,Wyoming,2006,0.0,1.38,0.0
42,Wyoming,2006,4.0,1.38,5.38
43,Wyoming,2006,4.0,1.38,5.38
44,Wyoming,2006,0.0,1.38,0.0
45,Wyoming,2006,0.0,1.38,0.0
46,Wyoming,2006,0.0,1.38,0.0
47,Wyoming,2006,0.0,1.38,0.0
48,Wyoming,2006,0.0,1.38,0.0
49,Wyoming,2006,0.0,1.38,0.0
50,Wyoming,2006,0.0,1.38,0.0
51,Wyoming,2006,0.0,1.38,0.0
52,Wyoming,2006,0.0,1.38,0.0
53,Wyoming,2006,0.0,1.38,0.0
