JF,state,year,services_state_tax,local_tax,services_tax
116,Massachusetts,2010,0.0,0.0,0.0
117,Massachusetts,2010,6.25,0.0,6.25
118,Massachusetts,2010,0.0,0.0,0.0
119,Massachusetts,2010,0.0,0.0,0.0
120,Massachusetts,2010,0.0,0.0,0.0
121,Massachusetts,2010,0.0,0.0,0.0
122,Massachusetts,2010,0.0,0.0,0.0
123,Massachusetts,2010,0.0,0.0,0.0
124,Massachusetts,2010,0.0,0.0,0.0
125,Massachusetts,2010,0.0,0.0,0.0
126,Massachusetts,2010,0.0,0.0,0.0
127,Massachusetts,2010,0.0,0.0,0.0
128,Massachusetts,2010,0.0,0.0,0.0
129,Massachusetts,2010,0.0,0.0,0.0
130,Massachusetts,2010,0.0,0.0,0.0
131,Massachusetts,2010,0.0,0.0,0.0
132,Massachusetts,2010,0.0,0.0,0.0
133,Massachusetts,2010,0.0,0.0,0.0
134,Massachusetts,2010,0.0,0.0,0.0
135,Massachusetts,2010,0.0,0.0,0.0
136,Massachusetts,2010,0.0,0.0,0.0
137,Massachusetts,2010,0.0,0.0,0.0
138,Massachusetts,2010,0.0,0.0,0.0
139,Massachusetts,2010,0.0,0.0,0.0
140,Massachusetts,2010,0.0,0.0,0.0
141,Massachusetts,2010,6.25,0.0,6.25
142,Massachusetts,2010,0.0,0.0,0.0
143,Massachusetts,2010,0.0,0.0,0.0
144,Massachusetts,2010,0.0,0.0,0.0
145,Massachusetts,2010,0.0,0.0,0.0
146,Massachusetts,2010,0.0,0.0,0.0
147,Massachusetts,2010,0.0,0.0,0.0
148,Massachusetts,2010,0.0,0.0,0.0
149,Massachusetts,2010,0.0,0.0,0.0
150,Massachusetts,2010,0.0,0.0,0.0
151,Massachusetts,2010,6.25,0.0,6.25
152,Massachusetts,2010,6.25,0.0,6.25
153,Massachusetts,2010,6.25,0.0,6.25
154,Massachusetts,2010,6.25,0.0,6.25
155,Massachusetts,2010,6.25,0.0,6.25
156,Massachusetts,2010,6.25,0.0,6.25
157,Massachusetts,2010,6.25,0.0,6.25
158,Massachusetts,2010,0.0,0.0,0.0
159,Massachusetts,2010,0.0,0.0,0.0
160,Massachusetts,2010,0.0,0.0,0.0
161,Massachusetts,2010,0.0,0.0,0.0
162,Massachusetts,2010,7.125,0.0,7.125
163,Massachusetts,2010,0.0,0.0,0.0
164,Massachusetts,2010,6.25,0.0,6.25
165,Massachusetts,2010,6.25,0.0,6.25
166,Massachusetts,2010,0.0,0.0,0.0
167,Massachusetts,2010,0.0,0.0,0.0
168,Massachusetts,2010,0.0,0.0,0.0
169,Massachusetts,2010,0.0,0.0,0.0
170,Massachusetts,2010,0.0,0.0,0.0
171,Massachusetts,2010,0.0,0.0,0.0
172,Massachusetts,2010,0.0,0.0,0.0
173,Massachusetts,2010,0.0,0.0,0.0
174,Massachusetts,2010,0.0,0.0,0.0
175,Massachusetts,2010,0.0,0.0,0.0
176,Massachusetts,2010,0.0,0.0,0.0
177,Massachusetts,2010,0.0,0.0,0.0
178,Massachusetts,2010,0.0,0.0,0.0
179,Massachusetts,2010,0.0,0.0,0.0
180,Massachusetts,2010,0.0,0.0,0.0
181,Massachusetts,2010,0.0,0.0,0.0
182,Massachusetts,2010,6.25,0.0,6.25
183,Massachusetts,2010,0.0,0.0,0.0
0,Michigan,2010,6.0,0.0,6.0
1,Michigan,2010,0.0,0.0,0.0
2,Michigan,2010,0.0,0.0,0.0
3,Michigan,2010,0.0,0.0,0.0
4,Michigan,2010,0.0,0.0,0.0
5,Michigan,2010,0.0,0.0,0.0
6,Michigan,2010,0.0,0.0,0.0
7,Michigan,2010,0.0,0.0,0.0
8,Michigan,2010,0.0,0.0,0.0
9,Michigan,2010,6.0,0.0,6.0
10,Michigan,2010,0.0,0.0,0.0
11,Michigan,2010,0.0,0.0,0.0
12,Michigan,2010,0.0,0.0,0.0
13,Michigan,2010,0.0,0.0,0.0
14,Michigan,2010,0.0,0.0,0.0
15,Michigan,2010,0.0,0.0,0.0
16,Michigan,2010,0.0,0.0,0.0
17,Michigan,2010,0.0,0.0,0.0
18,Michigan,2010,0.0,0.0,0.0
19,Michigan,2010,0.0,0.0,0.0
20,Michigan,2010,0.0,0.0,0.0
21,Michigan,2010,0.0,0.0,0.0
22,Michigan,2010,0.0,0.0,0.0
23,Michigan,2010,0.0,0.0,0.0
24,Michigan,2010,0.0,0.0,0.0
25,Michigan,2010,0.0,0.0,0.0
26,Michigan,2010,0.0,0.0,0.0
27,Michigan,2010,0.0,0.0,0.0
28,Michigan,2010,0.0,0.0,0.0
29,Michigan,2010,6.0,0.0,6.0
30,Michigan,2010,6.0,0.0,6.0
31,Michigan,2010,6.0,0.0,6.0
32,Michigan,2010,6.0,0.0,6.0
33,Michigan,2010,0.0,0.0,0.0
34,Michigan,2010,6.0,0.0,6.0
35,Michigan,2010,6.0,0.0,6.0
36,Michigan,2010,0.0,0.0,0.0
37,Michigan,2010,6.0,0.0,6.0
38,Michigan,2010,6.0,0.0,6.0
39,Michigan,2010,6.0,0.0,6.0
40,Michigan,2010,4.0,0.0,4.0
41,Michigan,2010,0.0,0.0,0.0
42,Michigan,2010,4.0,0.0,4.0
43,Michigan,2010,4.0,0.0,4.0
44,Michigan,2010,0.0,0.0,0.0
45,Michigan,2010,0.0,0.0,0.0
46,Michigan,2010,0.0,0.0,0.0
47,Michigan,2010,0.0,0.0,0.0
48,Michigan,2010,0.0,0.0,0.0
49,Michigan,2010,0.0,0.0,0.0
50,Michigan,2010,0.0,0.0,0.0
51,Michigan,2010,0.0,0.0,0.0
52,Michigan,2010,0.0,0.0,0.0
53,Michigan,2010,0.0,0.0,0.0
54,Michigan,2010,0.0,0.0,0.0
55,Michigan,2010,0.0,0.0,0.0
56,Michigan,2010,0.0,0.0,0.0
57,Michigan,2010,0.0,0.0,0.0
58,Michigan,2010,0.0,0.0,0.0
59,Michigan,2010,0.0,0.0,0.0
60,Michigan,2010,0.0,0.0,0.0
61,Michigan,2010,0.0,0.0,0.0
62,Michigan,2010,0.0,0.0,0.0
63,Michigan,2010,0.0,0.0,0.0
64,Michigan,2010,0.0,0.0,0.0
65,Michigan,2010,0.0,0.0,0.0
66,Michigan,2010,0.0,0.0,0.0
67,Michigan,2010,0.0,0.0,0.0
68,Michigan,2010,0.0,0.0,0.0
69,Michigan,2010,0.0,0.0,0.0
70,Michigan,2010,0.0,0.0,0.0
71,Michigan,2010,6.0,0.0,6.0
72,Michigan,2010,6.0,0.0,6.0
73,Michigan,2010,0.0,0.0,0.0
74,Michigan,2010,0.0,0.0,0.0
75,Michigan,2010,0.0,0.0,0.0
76,Michigan,2010,0.0,0.0,0.0
77,Michigan,2010,0.0,0.0,0.0
78,Michigan,2010,6.0,0.0,6.0
79,Michigan,2010,0.0,0.0,0.0
80,Michigan,2010,0.0,0.0,0.0
81,Michigan,2010,0.0,0.0,0.0
82,Michigan,2010,6.0,0.0,6.0
83,Michigan,2010,6.0,0.0,6.0
84,Michigan,2010,0.0,0.0,0.0
85,Michigan,2010,0.0,0.0,0.0
86,Michigan,2010,0.0,0.0,0.0
87,Michigan,2010,0.0,0.0,0.0
88,Michigan,2010,0.0,0.0,0.0
89,Michigan,2010,0.0,0.0,0.0
90,Michigan,2010,0.0,0.0,0.0
91,Michigan,2010,0.0,0.0,0.0
92,Michigan,2010,6.0,0.0,6.0
93,Michigan,2010,6.0,0.0,6.0
94,Michigan,2010,6.0,0.0,6.0
95,Michigan,2010,0.0,0.0,0.0
96,Michigan,2010,0.0,0.0,0.0
97,Michigan,2010,0.0,0.0,0.0
98,Michigan,2010,0.0,0.0,0.0
99,Michigan,2010,0.0,0.0,0.0
100,Michigan,2010,6.0,0.0,6.0
101,Michigan,2010,0.0,0.0,0.0
102,Michigan,2010,0.0,0.0,0.0
103,Michigan,2010,0.0,0.0,0.0
104,Michigan,2010,0.0,0.0,0.0
105,Michigan,2010,0.0,0.0,0.0
106,Michigan,2010,0.0,0.0,0.0
107,Michigan,2010,6.0,0.0,6.0
108,Michigan,2010,0.0,0.0,0.0
109,Michigan,2010,6.0,0.0,6.0
110,Michigan,2010,0.0,0.0,0.0
111,Michigan,2010,0.0,0.0,0.0
112,Michigan,2010,0.0,0.0,0.0
113,Michigan,2010,0.0,0.0,0.0
114,Michigan,2010,0.0,0.0,0.0
115,Michigan,2010,0.0,0.0,0.0
116,Michigan,2010,0.0,0.0,0.0
117,Michigan,2010,6.0,0.0,6.0
118,Michigan,2010,0.0,0.0,0.0
119,Michigan,2010,0.0,0.0,0.0
120,Michigan,2010,0.0,0.0,0.0
121,Michigan,2010,0.0,0.0,0.0
122,Michigan,2010,0.0,0.0,0.0
123,Michigan,2010,0.0,0.0,0.0
124,Michigan,2010,0.0,0.0,0.0
125,Michigan,2010,0.0,0.0,0.0
126,Michigan,2010,0.0,0.0,0.0
127,Michigan,2010,0.0,0.0,0.0
128,Michigan,2010,0.0,0.0,0.0
129,Michigan,2010,0.0,0.0,0.0
130,Michigan,2010,0.0,0.0,0.0
131,Michigan,2010,0.0,0.0,0.0
132,Michigan,2010,0.0,0.0,0.0
133,Michigan,2010,0.0,0.0,0.0
134,Michigan,2010,0.0,0.0,0.0
135,Michigan,2010,0.0,0.0,0.0
136,Michigan,2010,0.0,0.0,0.0
137,Michigan,2010,0.0,0.0,0.0
138,Michigan,2010,0.0,0.0,0.0
139,Michigan,2010,0.0,0.0,0.0
140,Michigan,2010,0.0,0.0,0.0
141,Michigan,2010,6.0,0.0,6.0
142,Michigan,2010,0.0,0.0,0.0
143,Michigan,2010,0.0,0.0,0.0
144,Michigan,2010,0.0,0.0,0.0
145,Michigan,2010,0.0,0.0,0.0
146,Michigan,2010,0.0,0.0,0.0
147,Michigan,2010,0.0,0.0,0.0
148,Michigan,2010,0.0,0.0,0.0
149,Michigan,2010,0.0,0.0,0.0
150,Michigan,2010,0.0,0.0,0.0
151,Michigan,2010,6.0,0.0,6.0
152,Michigan,2010,6.0,0.0,6.0
153,Michigan,2010,6.0,0.0,6.0
154,Michigan,2010,6.0,0.0,6.0
155,Michigan,2010,6.0,0.0,6.0
156,Michigan,2010,6.0,0.0,6.0
157,Michigan,2010,6.0,0.0,6.0
158,Michigan,2010,0.0,0.0,0.0
159,Michigan,2010,6.0,0.0,6.0
160,Michigan,2010,6.0,0.0,6.0
161,Michigan,2010,0.0,0.0,0.0
162,Michigan,2010,6.0,0.0,6.0
163,Michigan,2010,0.0,0.0,0.0
164,Michigan,2010,0.0,0.0,0.0
165,Michigan,2010,6.0,0.0,6.0
166,Michigan,2010,0.0,0.0,0.0
167,Michigan,2010,0.0,0.0,0.0
168,Michigan,2010,0.0,0.0,0.0
169,Michigan,2010,0.0,0.0,0.0
170,Michigan,2010,0.0,0.0,0.0
171,Michigan,2010,0.0,0.0,0.0
172,Michigan,2010,0.0,0.0,0.0
173,Michigan,2010,0.0,0.0,0.0
174,Michigan,2010,0.0,0.0,0.0
175,Michigan,2010,0.0,0.0,0.0
176,Michigan,2010,0.0,0.0,0.0
177,Michigan,2010,0.0,0.0,0.0
178,Michigan,2010,0.0,0.0,0.0
179,Michigan,2010,0.0,0.0,0.0
180,Michigan,2010,0.0,0.0,0.0
181,Michigan,2010,0.0,0.0,0.0
182,Michigan,2010,6.0,0.0,6.0
183,Michigan,2010,0.0,0.0,0.0
0,Minnesota,2010,6.875,0.26,7.135
1,Minnesota,2010,0.0,0.26,0.0
2,Minnesota,2010,0.0,0.26,0.0
3,Minnesota,2010,0.0,0.26,0.0
4,Minnesota,2010,6.875,0.26,7.135
5,Minnesota,2010,6.875,0.26,7.135
6,Minnesota,2010,0.0,0.26,0.0
7,Minnesota,2010,0.0,0.26,0.0
8,Minnesota,2010,0.0,0.26,0.0
9,Minnesota,2010,6.875,0.26,7.135
10,Minnesota,2010,0.0,0.26,0.0
11,Minnesota,2010,0.0,0.26,0.0
12,Minnesota,2010,0.0,0.26,0.0
13,Minnesota,2010,0.0,0.26,0.0
14,Minnesota,2010,0.0,0.26,0.0
15,Minnesota,2010,0.0,0.26,0.0
16,Minnesota,2010,0.0,0.26,0.0
17,Minnesota,2010,0.0,0.26,0.0
18,Minnesota,2010,0.0,0.26,0.0
19,Minnesota,2010,6.875,0.26,7.135
20,Minnesota,2010,0.0,0.26,0.0
21,Minnesota,2010,0.0,0.26,0.0
22,Minnesota,2010,0.0,0.26,0.0
23,Minnesota,2010,0.0,0.26,0.0
24,Minnesota,2010,0.0,0.26,0.0
25,Minnesota,2010,0.0,0.26,0.0
26,Minnesota,2010,0.0,0.26,0.0
27,Minnesota,2010,0.0,0.26,0.0
28,Minnesota,2010,0.0,0.26,0.0
29,Minnesota,2010,6.875,0.26,7.135
30,Minnesota,2010,6.875,0.26,7.135
31,Minnesota,2010,6.875,0.26,7.135
32,Minnesota,2010,6.875,0.26,7.135
33,Minnesota,2010,6.875,0.26,7.135
34,Minnesota,2010,6.875,0.26,7.135
35,Minnesota,2010,6.875,0.26,7.135
36,Minnesota,2010,6.875,0.26,7.135
37,Minnesota,2010,6.875,0.26,7.135
38,Minnesota,2010,6.875,0.26,7.135
39,Minnesota,2010,6.875,0.26,7.135
40,Minnesota,2010,6.875,0.26,7.135
41,Minnesota,2010,0.0,0.26,0.0
42,Minnesota,2010,6.875,0.26,7.135
43,Minnesota,2010,6.875,0.26,7.135
44,Minnesota,2010,6.875,0.26,7.135
45,Minnesota,2010,0.0,0.26,0.0
46,Minnesota,2010,0.0,0.26,0.0
47,Minnesota,2010,0.0,0.26,0.0
48,Minnesota,2010,0.0,0.26,0.0
49,Minnesota,2010,0.0,0.26,0.0
50,Minnesota,2010,0.0,0.26,0.0
51,Minnesota,2010,0.0,0.26,0.0
52,Minnesota,2010,0.0,0.26,0.0
53,Minnesota,2010,0.0,0.26,0.0
54,Minnesota,2010,6.875,0.26,7.135
55,Minnesota,2010,0.0,0.26,0.0
56,Minnesota,2010,0.0,0.26,0.0
57,Minnesota,2010,0.0,0.26,0.0
58,Minnesota,2010,0.0,0.26,0.0
59,Minnesota,2010,0.0,0.26,0.0
60,Minnesota,2010,6.875,0.26,7.135
61,Minnesota,2010,0.0,0.26,0.0
62,Minnesota,2010,6.875,0.26,7.135
63,Minnesota,2010,0.0,0.26,0.0
64,Minnesota,2010,6.875,0.26,7.135
65,Minnesota,2010,6.875,0.26,7.135
66,Minnesota,2010,6.875,0.26,7.135
67,Minnesota,2010,0.0,0.26,0.0
68,Minnesota,2010,0.0,0.26,0.0
69,Minnesota,2010,6.875,0.26,7.135
70,Minnesota,2010,0.0,0.26,0.0
71,Minnesota,2010,0.0,0.26,0.0
72,Minnesota,2010,0.0,0.26,0.0
73,Minnesota,2010,0.0,0.26,0.0
74,Minnesota,2010,0.0,0.26,0.0
75,Minnesota,2010,0.0,0.26,0.0
76,Minnesota,2010,0.0,0.26,0.0
77,Minnesota,2010,0.0,0.26,0.0
78,Minnesota,2010,0.0,0.26,0.0
79,Minnesota,2010,6.875,0.26,7.135
80,Minnesota,2010,0.0,0.26,0.0
81,Minnesota,2010,0.0,0.26,0.0
82,Minnesota,2010,6.875,0.26,7.135
83,Minnesota,2010,6.875,0.26,7.135
84,Minnesota,2010,0.0,0.26,0.0
85,Minnesota,2010,0.0,0.26,0.0
86,Minnesota,2010,0.0,0.26,0.0
87,Minnesota,2010,6.875,0.26,7.135
88,Minnesota,2010,0.0,0.26,0.0
89,Minnesota,2010,0.0,0.26,0.0
90,Minnesota,2010,0.0,0.26,0.0
91,Minnesota,2010,6.875,0.26,7.135
92,Minnesota,2010,6.875,0.26,7.135
93,Minnesota,2010,6.875,0.26,7.135
94,Minnesota,2010,6.875,0.26,7.135
95,Minnesota,2010,6.875,0.26,7.135
96,Minnesota,2010,0.0,0.26,0.0
97,Minnesota,2010,0.0,0.26,0.0
98,Minnesota,2010,0.0,0.26,0.0
99,Minnesota,2010,6.875,0.26,7.135
100,Minnesota,2010,0.0,0.26,0.0
101,Minnesota,2010,0.0,0.26,0.0
102,Minnesota,2010,0.0,0.26,0.0
103,Minnesota,2010,0.0,0.26,0.0
104,Minnesota,2010,0.0,0.26,0.0
105,Minnesota,2010,6.875,0.26,7.135
106,Minnesota,2010,6.875,0.26,7.135
107,Minnesota,2010,6.875,0.26,7.135
108,Minnesota,2010,6.875,0.26,7.135
109,Minnesota,2010,6.875,0.26,7.135
110,Minnesota,2010,0.0,0.26,0.0
111,Minnesota,2010,0.0,0.26,0.0
112,Minnesota,2010,0.0,0.26,0.0
113,Minnesota,2010,0.0,0.26,0.0
114,Minnesota,2010,0.0,0.26,0.0
115,Minnesota,2010,0.0,0.26,0.0
116,Minnesota,2010,0.0,0.26,0.0
117,Minnesota,2010,6.875,0.26,7.135
118,Minnesota,2010,0.0,0.26,0.0
119,Minnesota,2010,0.0,0.26,0.0
120,Minnesota,2010,0.0,0.26,0.0
121,Minnesota,2010,0.0,0.26,0.0
122,Minnesota,2010,6.875,0.26,7.135
123,Minnesota,2010,6.875,0.26,7.135
124,Minnesota,2010,6.875,0.26,7.135
125,Minnesota,2010,6.875,0.26,7.135
126,Minnesota,2010,6.875,0.26,7.135
127,Minnesota,2010,6.875,0.26,7.135
128,Minnesota,2010,6.875,0.26,7.135
129,Minnesota,2010,6.875,0.26,7.135
130,Minnesota,2010,6.875,0.26,7.135
131,Minnesota,2010,6.875,0.26,7.135
132,Minnesota,2010,6.875,0.26,7.135
133,Minnesota,2010,6.875,0.26,7.135
134,Minnesota,2010,6.875,0.26,7.135
135,Minnesota,2010,6.875,0.26,7.135
136,Minnesota,2010,6.875,0.26,7.135
137,Minnesota,2010,0.0,0.26,0.0
138,Minnesota,2010,6.875,0.26,7.135
139,Minnesota,2010,6.875,0.26,7.135
140,Minnesota,2010,0.0,0.26,0.0
141,Minnesota,2010,6.875,0.26,7.135
142,Minnesota,2010,0.0,0.26,0.0
143,Minnesota,2010,0.0,0.26,0.0
144,Minnesota,2010,0.0,0.26,0.0
145,Minnesota,2010,0.0,0.26,0.0
146,Minnesota,2010,0.0,0.26,0.0
147,Minnesota,2010,0.0,0.26,0.0
148,Minnesota,2010,0.0,0.26,0.0
149,Minnesota,2010,0.0,0.26,0.0
150,Minnesota,2010,0.0,0.26,0.0
151,Minnesota,2010,6.875,0.26,7.135
152,Minnesota,2010,6.875,0.26,7.135
153,Minnesota,2010,6.875,0.26,7.135
154,Minnesota,2010,6.875,0.26,7.135
155,Minnesota,2010,6.875,0.26,7.135
156,Minnesota,2010,6.875,0.26,7.135
157,Minnesota,2010,6.875,0.26,7.135
158,Minnesota,2010,0.0,0.26,0.0
159,Minnesota,2010,6.875,0.26,7.135
160,Minnesota,2010,6.875,0.26,7.135
161,Minnesota,2010,0.0,0.26,0.0
162,Minnesota,2010,6.875,0.26,7.135
163,Minnesota,2010,6.875,0.26,7.135
164,Minnesota,2010,6.875,0.26,7.135
165,Minnesota,2010,6.875,0.26,7.135
166,Minnesota,2010,0.0,0.26,0.0
167,Minnesota,2010,0.0,0.26,0.0
168,Minnesota,2010,0.0,0.26,0.0
169,Minnesota,2010,0.0,0.26,0.0
170,Minnesota,2010,0.0,0.26,0.0
171,Minnesota,2010,0.0,0.26,0.0
172,Minnesota,2010,0.0,0.26,0.0
173,Minnesota,2010,0.0,0.26,0.0
174,Minnesota,2010,0.0,0.26,0.0
175,Minnesota,2010,0.0,0.26,0.0
176,Minnesota,2010,0.0,0.26,0.0
177,Minnesota,2010,0.0,0.26,0.0
178,Minnesota,2010,6.875,0.26,7.135
179,Minnesota,2010,6.875,0.26,7.135
180,Minnesota,2010,6.875,0.26,7.135
181,Minnesota,2010,0.0,0.26,0.0
182,Minnesota,2010,6.875,0.26,7.135
183,Minnesota,2010,6.875,0.26,7.135
0,Mississippi,2010,7.0,0.0,7.0
1,Mississippi,2010,7.0,0.0,7.0
2,Mississippi,2010,0.0,0.0,0.0
3,Mississippi,2010,0.0,0.0,0.0
4,Mississippi,2010,0.0,0.0,0.0
5,Mississippi,2010,7.0,0.0,7.0
6,Mississippi,2010,0.0,0.0,0.0
7,Mississippi,2010,7.0,0.0,7.0
8,Mississippi,2010,7.0,0.0,7.0
9,Mississippi,2010,7.0,0.0,7.0
10,Mississippi,2010,3.5,0.0,3.5
11,Mississippi,2010,7.0,0.0,7.0
12,Mississippi,2010,7.0,0.0,7.0
13,Mississippi,2010,7.0,0.0,7.0
14,Mississippi,2010,0.0,0.0,0.0
15,Mississippi,2010,0.0,0.0,0.0
16,Mississippi,2010,0.0,0.0,0.0
17,Mississippi,2010,0.0,0.0,0.0
18,Mississippi,2010,0.0,0.0,0.0
19,Mississippi,2010,7.0,0.0,7.0
20,Mississippi,2010,7.0,0.0,7.0
21,Mississippi,2010,7.0,0.0,7.0
22,Mississippi,2010,7.0,0.0,7.0
23,Mississippi,2010,0.0,0.0,0.0
24,Mississippi,2010,7.0,0.0,7.0
25,Mississippi,2010,7.0,0.0,7.0
26,Mississippi,2010,0.0,0.0,0.0
27,Mississippi,2010,0.0,0.0,0.0
28,Mississippi,2010,0.0,0.0,0.0
29,Mississippi,2010,7.0,0.0,7.0
30,Mississippi,2010,7.0,0.0,7.0
31,Mississippi,2010,7.0,0.0,7.0
32,Mississippi,2010,7.0,0.0,7.0
33,Mississippi,2010,7.0,0.0,7.0
34,Mississippi,2010,7.0,0.0,7.0
35,Mississippi,2010,7.0,0.0,7.0
36,Mississippi,2010,0.0,0.0,0.0
37,Mississippi,2010,7.0,0.0,7.0
38,Mississippi,2010,7.0,0.0,7.0
39,Mississippi,2010,7.0,0.0,7.0
40,Mississippi,2010,0.0,0.0,0.0
41,Mississippi,2010,0.0,0.0,0.0
42,Mississippi,2010,0.0,0.0,0.0
43,Mississippi,2010,0.0,0.0,0.0
44,Mississippi,2010,0.0,0.0,0.0
45,Mississippi,2010,0.0,0.0,0.0
46,Mississippi,2010,0.0,0.0,0.0
47,Mississippi,2010,0.0,0.0,0.0
48,Mississippi,2010,0.0,0.0,0.0
49,Mississippi,2010,0.0,0.0,0.0
50,Mississippi,2010,0.0,0.0,0.0
51,Mississippi,2010,0.0,0.0,0.0
52,Mississippi,2010,0.0,0.0,0.0
53,Mississippi,2010,0.0,0.0,0.0
54,Mississippi,2010,0.0,0.0,0.0
55,Mississippi,2010,0.0,0.0,0.0
56,Mississippi,2010,0.0,0.0,0.0
57,Mississippi,2010,7.0,0.0,7.0
58,Mississippi,2010,0.0,0.0,0.0
59,Mississippi,2010,0.0,0.0,0.0
60,Mississippi,2010,0.0,0.0,0.0
61,Mississippi,2010,0.0,0.0,0.0
62,Mississippi,2010,0.0,0.0,0.0
63,Mississippi,2010,0.0,0.0,0.0
64,Mississippi,2010,7.0,0.0,7.0
65,Mississippi,2010,0.0,0.0,0.0
66,Mississippi,2010,7.0,0.0,7.0
67,Mississippi,2010,0.0,0.0,0.0
68,Mississippi,2010,7.0,0.0,7.0
69,Mississippi,2010,0.0,0.0,0.0
70,Mississippi,2010,0.0,0.0,0.0
71,Mississippi,2010,7.0,0.0,7.0
72,Mississippi,2010,0.0,0.0,0.0
73,Mississippi,2010,0.0,0.0,0.0
74,Mississippi,2010,0.0,0.0,0.0
75,Mississippi,2010,0.0,0.0,0.0
76,Mississippi,2010,0.0,0.0,0.0
77,Mississippi,2010,0.0,0.0,0.0
78,Mississippi,2010,0.0,0.0,0.0
79,Mississippi,2010,0.0,0.0,0.0
80,Mississippi,2010,0.0,0.0,0.0
81,Mississippi,2010,0.0,0.0,0.0
82,Mississippi,2010,0.0,0.0,0.0
83,Mississippi,2010,7.0,0.0,7.0
84,Mississippi,2010,0.0,0.0,0.0
85,Mississippi,2010,0.0,0.0,0.0
86,Mississippi,2010,0.0,0.0,0.0
87,Mississippi,2010,0.0,0.0,0.0
88,Mississippi,2010,0.0,0.0,0.0
89,Mississippi,2010,0.0,0.0,0.0
90,Mississippi,2010,0.0,0.0,0.0
91,Mississippi,2010,7.0,0.0,7.0
92,Mississippi,2010,7.0,0.0,7.0
93,Mississippi,2010,7.0,0.0,7.0
94,Mississippi,2010,7.0,0.0,7.0
95,Mississippi,2010,0.0,0.0,0.0
96,Mississippi,2010,0.0,0.0,0.0
97,Mississippi,2010,0.0,0.0,0.0
98,Mississippi,2010,0.0,0.0,0.0
99,Mississippi,2010,0.0,0.0,0.0
100,Mississippi,2010,7.0,0.0,7.0
101,Mississippi,2010,0.0,0.0,0.0
102,Mississippi,2010,7.0,0.0,7.0
103,Mississippi,2010,0.0,0.0,0.0
104,Mississippi,2010,0.0,0.0,0.0
105,Mississippi,2010,7.0,0.0,7.0
106,Mississippi,2010,0.0,0.0,0.0
107,Mississippi,2010,7.0,0.0,7.0
108,Mississippi,2010,7.0,0.0,7.0
109,Mississippi,2010,7.0,0.0,7.0
110,Mississippi,2010,7.0,0.0,7.0
111,Mississippi,2010,0.0,0.0,0.0
112,Mississippi,2010,0.0,0.0,0.0
113,Mississippi,2010,0.0,0.0,0.0
114,Mississippi,2010,0.0,0.0,0.0
115,Mississippi,2010,0.0,0.0,0.0
116,Mississippi,2010,0.0,0.0,0.0
117,Mississippi,2010,7.0,0.0,7.0
118,Mississippi,2010,7.0,0.0,7.0
119,Mississippi,2010,7.0,0.0,7.0
120,Mississippi,2010,7.0,0.0,7.0
121,Mississippi,2010,7.0,0.0,7.0
122,Mississippi,2010,7.0,0.0,7.0
123,Mississippi,2010,0.0,0.0,0.0
124,Mississippi,2010,7.0,0.0,7.0
125,Mississippi,2010,7.0,0.0,7.0
126,Mississippi,2010,7.0,0.0,7.0
127,Mississippi,2010,7.0,0.0,7.0
128,Mississippi,2010,7.0,0.0,7.0
129,Mississippi,2010,7.0,0.0,7.0
130,Mississippi,2010,7.0,0.0,7.0
131,Mississippi,2010,7.0,0.0,7.0
132,Mississippi,2010,7.0,0.0,7.0
133,Mississippi,2010,7.0,0.0,7.0
134,Mississippi,2010,0.0,0.0,0.0
135,Mississippi,2010,7.0,0.0,7.0
136,Mississippi,2010,0.0,0.0,0.0
137,Mississippi,2010,0.0,0.0,0.0
138,Mississippi,2010,0.0,0.0,0.0
139,Mississippi,2010,7.0,0.0,7.0
140,Mississippi,2010,7.0,0.0,7.0
141,Mississippi,2010,7.0,0.0,7.0
142,Mississippi,2010,0.0,0.0,0.0
143,Mississippi,2010,0.0,0.0,0.0
144,Mississippi,2010,0.0,0.0,0.0
145,Mississippi,2010,0.0,0.0,0.0
146,Mississippi,2010,0.0,0.0,0.0
147,Mississippi,2010,0.0,0.0,0.0
148,Mississippi,2010,0.0,0.0,0.0
149,Mississippi,2010,0.0,0.0,0.0
150,Mississippi,2010,0.0,0.0,0.0
151,Mississippi,2010,7.0,0.0,7.0
152,Mississippi,2010,7.0,0.0,7.0
153,Mississippi,2010,7.0,0.0,7.0
154,Mississippi,2010,7.0,0.0,7.0
155,Mississippi,2010,7.0,0.0,7.0
156,Mississippi,2010,5.0,0.0,5.0
157,Mississippi,2010,5.0,0.0,5.0
158,Mississippi,2010,0.0,0.0,0.0
159,Mississippi,2010,3.0,0.0,3.0
160,Mississippi,2010,3.0,0.0,3.0
161,Mississippi,2010,0.0,0.0,0.0
162,Mississippi,2010,7.0,0.0,7.0
163,Mississippi,2010,7.0,0.0,7.0
164,Mississippi,2010,7.0,0.0,7.0
165,Mississippi,2010,7.0,0.0,7.0
166,Mississippi,2010,7.0,0.0,7.0
167,Mississippi,2010,0.0,0.0,0.0
168,Mississippi,2010,7.0,0.0,7.0
169,Mississippi,2010,7.0,0.0,7.0
170,Mississippi,2010,0.0,0.0,0.0
171,Mississippi,2010,0.0,0.0,0.0
172,Mississippi,2010,7.0,0.0,7.0
173,Mississippi,2010,7.0,0.0,7.0
174,Mississippi,2010,7.0,0.0,7.0
175,Mississippi,2010,0.0,0.0,0.0
